100	0
102	0
104	0
106	0
108	0
110	0
112	0
114	0
116	0
118	0
120	0
122	0
124	0
126	0
128	0
130	0
132	0
134	0
136	0
138	0
140	0
142	0
144	0
146	0
148	0
150	0
152	0
154	0
156	0
158	0
160	0
162	0
164	0
166	0
168	0
170	0
172	0
174	0
176	0
178	0
180	0
182	0
184	0
186	0
188	0
190	0
192	0
194	0
196	0
198	0,00178
200	0,00363
202	0,00569
204	0,00607
206	0,00665
208	0,00596
210	0,00524
212	0,00487
214	0,00542
216	0,006
218	0,00566
220	0,00614
222	0,00675
224	0,00583
226	0,00528
228	0,00422
230	0,00446
232	0,00456
234	0,00439
236	0,00377
238	0,00356
240	0,00408
242	0,00446
244	0,00387
246	0,00291
248	0,00343
250	0,00329
252	0,00267
254	0,00302
256	0,00288
258	0,00291
260	0,00271
262	0,00216
264	0,00315
266	0,00343
268	0,00199
270	0,00202
272	0,00233
274	0,00233
276	0,00237
278	0,00254
280	0,00209
282	0,00572
284	0,00936
286	0,00651
288	0,00387
290	0,00394
292	0,00343
294	0,00312
296	0,00346
298	0,00387
300	0,00374
302	0,00439
304	0,00439
306	0,00511
308	0,00518
310	0,00387
312	0,00329
314	0,00507
316	0,00552
318	0,00545
320	0,005
322	0,00528
324	0,00456
326	0,00572
328	0,00545
330	0,00627
332	0,00648
334	0,00764
336	0,00809
338	0,00857
340	0,00809
342	0,00737
344	0,00857
346	0,01045
348	0,01056
350	0,01073
352	0,00888
354	0,01042
356	0,01179
358	0,01303
360	0,01183
362	0,01152
364	0,01464
366	0,01765
368	0,0205
370	0,02718
372	0,03517
374	0,05275
376	0,08662
378	0,52775
380	1,00039
382	0,88891
384	0,16557
386	0,041
388	0,02447
390	0,02434
392	0,02417
394	0,02358
396	0,02643
398	0,02999
400	0,03596
402	0,05995
404	0,1778
406	0,35451
408	0,19984
410	0,04782
412	0,03592
414	0,02934
416	0,02674
418	0,02677
420	0,02694
422	0,02519
424	0,02482
426	0,02317
428	0,0217
430	0,02029
432	0,02009
434	0,02122
436	0,02286
438	0,02139
440	0,02221
442	0,024
444	0,02355
446	0,02646
448	0,02934
450	0,03147
452	0,02958
454	0,02619
456	0,02725
458	0,02739
460	0,02591
462	0,02543
464	0,02328
466	0,01899
468	0,01327
470	0,00795
472	0,00672
474	0,00548
476	0,00428
478	0,00432
480	0,00473
482	0,00384
484	0,0036
486	0,00435
488	0,00459
490	0,00411
492	0,00446
494	0,00552
496	0,00514
498	0,0049
500	0,00545
502	0,00524
504	0,00487
506	0,00559
508	0,006
510	0,00545
512	0,00751
514	0,00463
516	0,00603
518	0,00737
520	0,0071
522	0,00758
524	0,00833
526	0,00812
528	0,00819
530	0,00898
532	0,00679
534	0,006
536	0,00747
538	0,00764
540	0,00768
542	0,00857
544	0,00778
546	0,00864
548	0,01063
550	0,01104
552	0,01052
554	0,01258
556	0,0145
558	0,01567
560	0,01673
562	0,01848
564	0,02136
566	0,02454
568	0,02602
570	0,02276
572	0,0195
574	0,01676
576	0,01697
578	0,01693
580	0,01762
582	0,01776
584	0,01858
586	0,02012
588	0,02149
590	0,02177
592	0,02197
594	0,02567
596	0,02519
598	0,02358
600	0,02019
602	0,01491
604	0,01076
606	0,01049
608	0,00956
610	0,00902
612	0,01069
614	0,01234
616	0,01213
618	0,01213
620	0,01227
622	0,01093
624	0,01251
626	0,01378
628	0,01327
630	0,01244
632	0,01213
634	0,0122
636	0,01203
638	0,01265
640	0,01179
642	0,01076
644	0,00737
646	0,00432
648	0,00288
650	0,00271
652	0,00305
654	0,0036
656	0,00384
658	0,00329
660	0,00264
662	0,00298
664	0,00302
666	0,00302
668	0,00319
670	0,00346
672	0,00333
674	0,00322
676	0,00285
678	0,00298
680	0,00312
682	0,00291
684	0,00326
686	0,00329
688	0,00267
690	0,00226
692	0,00336
694	0,00356
696	0,00411
698	0,00583
700	0,00716
702	0,00727
704	0,00662
706	0,00675
708	0,00675
710	0,00531
712	0,00408
714	0,00497
716	0,00627
718	0,00744
720	0,00895
722	0,00884
724	0,00878
726	0,00912
728	0,00843
730	0,00802
732	0,00836
734	0,0095
736	0,01083
738	0,01063
740	0,00926
742	0,01045
744	0,01207
746	0,01303
748	0,01375
750	0,01481
752	0,01584
754	0,01752
756	0,01611
758	0,01193
760	0,01165
762	0,01179
764	0,01042
766	0,00758
768	0,00802
770	0,00788
772	0,00806
774	0,01093
776	0,01364
778	0,01519
780	0,01477
782	0,01433
784	0,01224
786	0,01303
788	0,01265
790	0,00782
792	0,00675
794	0,006
796	0,00545
798	0,00586
800	0,00511
802	0,00494
804	0,00449
806	0,00507
808	0,00535
810	0,00662
812	0,00812
814	0,00953
816	0,00747
818	0,00864
820	0,00919
822	0,0083
824	0,00747
826	0,00716
828	0,00572
830	0,00363
832	0,0023
834	0,00278
836	0,00267
838	0,00288
840	0,00285
842	0,00394
844	0,00312
846	0,00298
848	0,00346
850	0,00219
852	0,00278
854	0,00285
856	0,00346
858	0,00288
860	0,00223
862	0,00391
864	0,0025
866	0,0023
868	0,00271
870	0,00302
872	0,00178
874	0,00322
876	0,00195
878	7,54444E-4
880	0,00285
882	0,00192
884	0,00274
886	0,00285
888	0,00233
890	3,76667E-4
892	0,00278
894	0,00305
896	0,00257
898	0,00295
900	0,00219
902	0,00312
904	0,00278
906	0,00233
908	0,00264
910	0,0024
912	0,00271
914	0,00312
916	0,00195
918	0,00356
920	0,00226
922	0,00209
924	0,00278
926	0,00336
928	0,0023
930	0,00418
932	0,00363
934	0,00271
936	0,00408
938	0,00271
940	0,00295
942	0,00302
944	0,0025
946	0,00346
948	0,00257
950	0,00333
952	0,00302
954	0,00305
956	0,00319
958	0,00339
960	0,00377
962	0,00329
964	0,0038
966	0,00394
968	0,00418
970	0,00356
972	0,00408
974	0,00353
976	0,00346
978	0,00367
980	0,00202
982	0,00237
984	0,00336
986	0,00422
988	0,00411
990	0,00398
992	0,00394
994	0,00411
996	0,00305
998	0,00219
1000	0,00411
1002	0,0038
1004	0,00346
1006	0,00377
1008	0,00302
1010	0,00466
1012	0,00466
1014	0,0037
1016	0,00285
1018	0,00312
1020	0,00195
1022	0,00267
1024	0,00343
1026	0,00343
1028	0,00336
1030	0,00326
1032	0,00134
1034	0,00182
1036	0,00223
1038	0,0023
1040	0,00175
1042	0,00254
1044	0,00195
1046	0,00219
1048	0,00185
1050	0,00219
1052	0,00237
1054	0,00154
1056	0,0013
1058	0,0011
1060	0,00144
1062	0,0012
1064	0,00158
1066	0,00216
1068	0,00151
1070	4,45556E-4
1072	0,00144
1074	0,00158
1076	0,00171
1078	0,00154
1080	0,00195
1082	0,00161
1084	0,00175
1086	0,00261
1088	0,00182
1090	0,0013
1092	0,0011
1094	9,25556E-4
1096	7,88889E-4
1098	6,85556E-4
1100	0,00213
1102	0,00144
1104	0,00192
1106	0,00141
1108	0,00113
1110	7,54444E-4
1112	4,45556E-4
1114	0,00223
